caseid,weight,treatment,q16,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q21_7,q21_8,q21_9,q21_10,q1s,q6s,q3s,q4a,q4b,q5,q7,q135,q136,q137,q123,q124,q125,q129s,q130s,q131s,q132s,q141s,birthyr,gender,race,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,casualties,casualties_dummy,casualties_9,casualties_50,casualties_250,democracy,nuclear,ally,q135a,mc_1,mc_1_broad,mc_2,mc_3,mc_all,mc_all_broad,casualties_dummy_perceived,casualties_perceived,casualties_9_perceived,casualties_50_perceived,casualties_250_perceived,nuclear_perceived,ally_perceived,commitments,honorable,interests,prevent,age,female,republican,democrat,nationalism,nationalism_dummy,hawkishness,hawkishness_dummy,isolationism,isolationism_dummy,stronger_nonmilitary,stronger_military,stronger_military2,moderate_nonmilitary,moderate_military,weak_nonmilitary,weak_military,x_noforce,x_force,t_mean_noforce,t_upper_noforce,t_lower_noforce,t_mean_force,t_upper_force,t_lower_force,pvalue_force,pvalue_noforce,x_9,x_50,x_250,t_mean_9,t_upper_9,t_lower_9,t_mean_50,t_upper_50,t_lower_50,t_mean_250,t_upper_250,t_lower_250,pvalue_0_9,pvalue_9_50,pvalue_50_250,_est_m1,_est_m1a,_est_m3,_est_m3a,_est_m4,_est_m4a,_est_m2a,_est_m2
1464050237,.767352534129553,Group 21,14606,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,not selected,selected,not selected,selected,selected,Strongly disagree,Somewhat agree,Somewhat disagree,Can trust other nations,A little superior,Some,Somewhat disagree,0,Yes,0,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,1998,Female,White,4-year,Never married,Student,"$150,000 - $199,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New York,Yes,Very liberal,Most of the time,Nothing in particular,Once a week,No,Somewhat important,A few times a month,1937772802000,1937773408000,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2.3,1,0,1,1.3333334,0,.66666669,0,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464058931,.760566219332887,Group 12,70663,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Strongly agree,Strongly disagree,Somewhat agree,Can't be too careful,Very superior,Very many,Neither agree nor disagree,50,0,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1962,Female,White,2-year,Divorced,Permanently disabled,"$20,000 - $29,999",No,Independent,Independent,Hillary Clinton,Joe Biden,Louisiana,Yes,Not sure,Most of the time,Roman Catholic,Once a week,Yes,Very important,Once a day,1937773024000,1937773420000,250,1,0,0,1,0,0,1,50,0,1,1,1,0,1,1,50,0,1,0,0,1,1,1,1,0,5.9000001,1,0,0,2,0,3.6666667,1,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,0,1,0,1,1
1464058843,.771008535645059,Group 26,80011,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,selected,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Somewhat superior,A few,Somewhat disagree,9,0,Yes,0,Impose economic sanctions on the attacker,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,1947,Male,White,High school graduate,Widowed,Retired,"$10,000 - $19,999",No,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Colorado,Yes,Not sure,Some of the time,Protestant,Seldom,No,Not at all important,Seldom,1937772959000,1937773462000,9,1,1,0,0,1,0,1,9,1,1,1,1,1,1,1,9,1,0,0,0,1,1,0,0,0,7.4000001,0,0,0,2.6666667,1,2.6666667,1,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1463785805,.701000376458888,Group 5,2842,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,selected,not selected,selected,not selected,selected,selected,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Can't be too careful,A little superior,Some,Somewhat disagree,0,Yes,0,0,Impose economic sanctions on the attacker,,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,1956,Female,Black,Post-grad,Never married,Retired,"$30,000 - $39,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Rhode Island,Yes,Liberal,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,Once a day,1937772751000,1937773502000,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,6.5,1,0,1,1.3333334,0,1.3333334,0,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1463645369,.807111564757015,Group 9,15801,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat disagree,Somewhat agree,Somewhat agree,Can't be too careful,A little superior,Very many,Neither agree nor disagree,0,0,Yes,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,1957,Female,White,High school graduate,Widowed,Full-time,"$10,000 - $19,999",No,Republican,Strong Republican,Other,Donald Trump,Pennsylvania,Yes,Moderate,Some of the time,Protestant,Once a week,No,Very important,Once a day,1937773087000,1937773506000,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,6.4000001,1,1,0,.66666669,0,1.6666666,0,2,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464043063,.867594825964376,Group 6,23229,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat disagree,Somewhat agree,Somewhat agree,Can't be too careful,A little superior,Very many,Strongly disagree,9,Yes,0,0,Lodge a diplomatic protest,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,1954,Female,White,4-year,Married,Retired,"$70,000 - $79,999",No,Other,Lean Democrat,Hillary Clinton,Joe Biden,Virginia,Yes,Very liberal,Most of the time,Agnostic,Never,No,Not at all important,Seldom,1937772476000,1937773540000,9,1,1,0,0,0,1,0,9,1,1,1,1,1,1,1,9,1,0,0,1,0,1,1,1,1,6.6999998,1,0,0,.66666669,0,1.6666666,0,0,0,0,,,1,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464030309,.358552313970451,Group 25,92545,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,selected,not selected,selected,Somewhat disagree,Somewhat agree,Somewhat disagree,Can't be too careful,A little superior,A few,Somewhat agree,250,Yes,0,0,Lodge a diplomatic protest,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,1949,Female,White,2-year,Divorced,Retired,"$10,000 - $19,999",No,Democrat,Not very strong Democrat,Jill Stein,Other,California,Yes,Liberal,Only now and then,Nothing in particular,Never,No,Somewhat important,Once a day,1937773029000,1937773552000,0,0,0,0,0,1,0,1,250,0,0,0,0,0,0,1,250,0,0,1,1,0,0,0,0,0,7.1999998,1,0,1,2,0,1,0,3,1,0,,,1,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464058795,.568606349442609,Group 2,46203,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Strongly disagree,Somewhat agree,Strongly disagree,Can trust other nations,Somewhat superior,Some,Neither agree nor disagree,9,0,0,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,1996,Male,White,Some college,Never married,Student,"$100,000 - $119,999",No,Independent,Lean Democrat,Jill Stein,Joe Biden,Indiana,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,1937772927000,1937773648000,9,1,1,0,0,0,0,0,9,1,1,1,1,1,1,1,9,1,0,0,0,0,0,0,1,0,2.5,0,0,0,2,0,.33333334,0,2,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1463611995,.933542223736171,Group 21,90740,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,selected,not selected,selected,selected,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful,Not at all superior,Some,Somewhat disagree,0,Yes,Yes,0,Impose economic sanctions on the attacker,,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,1945,Female,White,Post-grad,Widowed,Retired,"$150,000 - $199,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,California,Yes,Liberal,Some of the time,Atheist,Never,No,Not at all important,Never,1937772873000,1937773650000,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.5999999,1,0,1,.66666669,0,1.3333334,0,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1463937135,1.26600708054631,Group 31,40004,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Can't be too careful,A little superior,A few,Somewhat agree,50,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,1951,Female,White,High school graduate,Widowed,Retired,"$10,000 - $19,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Kentucky,Yes,Conservative,Some of the time,Protestant,Never,Yes,Very important,Once a day,1937772996000,1937773681000,50,1,0,1,0,1,1,1,50,1,1,1,1,1,1,1,50,0,1,0,1,1,1,1,1,1,7,1,1,0,2,0,2.6666667,1,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464043465,1.05715324796958,Group 18,48169,not selected,selected,selected,selected,not selected,not selected,selected,selected,selected,not selected,not selected,not selected,selected,selected,selected,Strongly agree,Strongly disagree,Somewhat agree,Can't be too careful,Very superior,A few,Somewhat disagree,9,0,0,Yes,,Launch airstrikes against Country A's forces,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,1962,Male,White,4-year,Married,Full-time,"$150,000 - $199,999",No,Republican,Not very strong Republican,Donald Trump,Donald Trump,Michigan,Yes,Conservative,Most of the time,Roman Catholic,Seldom,No,Very important,Once a day,1937772732000,1937773699000,9,1,1,0,0,1,0,0,9,1,1,1,1,1,1,1,9,1,0,0,0,0,0,0,0,1,5.9000001,0,1,0,3.3333333,1,3.6666667,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1463305633,1.40989724005665,Group 25,36451,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Can't be too careful,A little superior,A few,Somewhat disagree,0,0,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,1955,Female,White,Post-grad,Divorced,Retired,"$50,000 - $59,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Alabama,Yes,Conservative,Most of the time,Protestant,Seldom,Yes,Very important,Several times a day,1937772449000,1937773721000,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,6.5999999,1,1,0,2,0,2,0,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1463884209,1.33644001385663,Group 19,33909,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful,A little superior,A few,Somewhat disagree,50,0,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1955,Female,White,High school graduate,Married,Full-time,"$50,000 - $59,999",No,Republican,Not very strong Republican,Did not vote for President,Donald Trump,Florida,Yes,Conservative,Some of the time,Protestant,Seldom,No,Somewhat important,A few times a week,1937773283000,1937773747000,50,1,0,1,0,1,0,0,50,1,1,1,0,0,0,1,50,0,1,0,0,1,1,1,1,0,6.5999999,1,1,0,2,0,3,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464058883,1.31343153776162,Group 18,48198,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Can't be too careful,Somewhat superior,A few,Neither agree nor disagree,9,0,0,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,1961,Female,White,Post-grad,Married,Full-time,"$100,000 - $119,999",No,Independent,Independent,Donald Trump,Donald Trump,Michigan,Yes,Very conservative,Most of the time,Something else,Seldom,Yes,Very important,Several times a day,1937772990000,1937773844000,9,1,1,0,0,1,0,0,9,1,1,1,1,1,1,1,9,1,0,0,0,0,1,0,0,1,6,1,0,0,2.6666667,1,2.6666667,1,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464059189,.8157033808769411,Group 30,11953,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,selected,not selected,not selected,selected,selected,Somewhat disagree,Somewhat agree,Somewhat agree,Can't be too careful,Somewhat superior,Very many,Somewhat disagree,9,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,1970,Female,White,Some college,Never married,Part-time,"$30,000 - $39,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New York,Yes,Very liberal,Most of the time,Something else,A few times a year,No,Somewhat important,Several times a day,1937773178000,1937773853000,9,1,1,0,0,1,1,1,9,1,1,1,1,1,1,1,9,1,0,0,1,1,1,1,1,1,5.0999999,1,0,1,1.3333334,0,1.6666666,0,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464042739,.760393768110858,Group 17,37760,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful,Very superior,None,Strongly agree,0,0,0,Yes,,Launch airstrikes against Country A's forces,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1959,Female,White,High school graduate,Divorced,Retired,"$10,000 - $19,999",No,Democrat,Strong Democrat,Did not vote for President,Did not vote for President,Tennessee,Yes,Moderate,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Once a day,1937772259000,1937773889000,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,6.1999998,1,0,1,4,1,4,1,4,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1463902465,1.09088586442379,Group 16,48426,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Strongly agree,Neither agree nor disagree,Somewhat agree,Can't be too careful,A little superior,A few,Somewhat agree,250,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,1960,Female,White,High school graduate,Married,Part-time,"$70,000 - $79,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,Michigan,Yes,Conservative,Some of the time,Protestant,Once a week,Yes,Very important,Several times a day,1937772955000,1937773899000,250,1,0,0,1,0,1,1,250,1,1,1,1,1,1,1,250,0,0,1,1,1,0,1,1,1,6.0999999,1,0,0,2,0,3,1,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1463902423,1.09088586442379,Group 3,7735,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,not selected,selected,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,Very superior,A few,Neither agree nor disagree,50,0,Yes,Yes,,Launch airstrikes against Country A's forces,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,1958,Female,White,High school graduate,Married,Full-time,"$70,000 - $79,999",No,Republican,Not very strong Republican,Donald Trump,Donald Trump,New Jersey,Yes,Moderate,Only now and then,Nothing in particular,Never,No,Not at all important,Never,1937773073000,1937779459000,50,1,0,1,0,0,0,0,50,1,1,1,0,0,0,1,50,0,1,0,0,1,0,1,1,1,6.3000002,1,1,0,3.3333333,1,2.3333333,1,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464855601,.8233938118790201,Group 5,48823,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful,A little superior,Some,Somewhat agree,9,Yes,Yes,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,1985,Male,White,2-year,Domestic / civil partnership,Part-time,"$100,000 - $119,999",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Michigan,Yes,Liberal,Most of the time,Protestant,Seldom,Yes,Somewhat important,Once a day,1937846440000,1937846617000,0,0,0,0,0,0,1,0,9,0,0,1,0,0,0,1,9,1,0,0,1,1,1,1,1,1,3.5999999,0,0,1,1.3333334,0,2.3333333,1,3,1,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1464010905,1.0575510423177,Group 20,32772,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Not at all superior,A few,Neither agree nor disagree,9,0,0,0,Lodge a diplomatic protest,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,1962,Male,Hispanic,Some college,Married,Retired,"$50,000 - $59,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Florida,Yes,Moderate,Don't know,Protestant,More than once a week,Yes,Very important,Once a week,1937846516000,1937846677000,250,1,0,0,1,1,0,0,9,0,1,1,1,0,1,1,9,1,0,0,0,0,1,1,0,0,5.9000001,0,0,1,1.3333334,0,2.6666667,1,2,0,0,,,1,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,0,1,0,1,1
1464857361,1.34237319022941,Group 17,20866,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,Not at all superior,None,Neither agree nor disagree,0,0,0,0,Do nothing,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1986,Male,Asian,Some college,Never married,Unemployed,"Less than $10,000",No,Republican,Strong Republican,Donald Trump,Donald Trump,Maryland,Yes,Very conservative,Don't know,Protestant,Don't know,Yes,Somewhat important,Don't know,1937846710000,1937846825000,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.5,0,1,0,2,0,2,0,2,0,0,,,0,,1,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1464855005,.9915432901737939,Group 23,99577,not selected,not selected,not selected,not selected,selected,selected,not selected,selected,selected,selected,selected,selected,selected,selected,selected,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,Somewhat superior,Some,Neither agree nor disagree,50,Yes,Yes,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1946,Male,White,Post-grad,Married,Retired,"$250,000 - $349,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Alaska,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Never,1937846360000,1937846932000,50,1,0,1,0,1,1,0,50,1,1,1,0,0,0,1,50,0,1,0,1,1,0,0,0,0,7.5,0,0,1,2,0,1.6666666,0,2,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
