attention_1,attention_2,attention_3,attention_4,attention_5,attention_6,attention_7,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,israel_sentiment_1,israel_sentiment_2,israel_sentiment_3,israel_sentiment_4,israel_sentiment_5,israel_sentiment_6,letter,antisemitism_1,antisemitism_2,antisemitism_3,antisemitism_4,antisemitism_5,report_eval,man_a,man_b,man_c,man_d,apartheid,antisemitism_opened,sex,sex_3_TEXT,state,race,race_6_TEXT,ethnicity,age_1,education,religion,religion_11_TEXT,partisanship,age,gender,hhi,ethnicity,hispanic,education,political_party,region,condition
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2,1,1,1,2,1,1,
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,0,0,28.769,0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat antisemitic,Yes,Yes,Yes,No,its when someone discriminates someone on their race and beliefs,being hostile toward the jews because of their race and beliefs,Female,,California,White,,Not Hispanic or Latino or Spanish origin,57,Associate degree in college (2-year),Nothing in particular,,Strong Republican,57,2,2,1,1,4,10,4,7
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,1.659,21.08,40.4,4,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,I don't know exactly what it means but to me it sounds like racial and radical slurs ,Judgemental and racist ,Female,,Oregon,White,,Not Hispanic or Latino or Spanish origin,39,High school graduate (high school diploma or equivalent including GED),Other,Not religious ,"Independent, but Lean Democrat",39,2,11,1,1,2,2,4,7
Neither agree nor disagree,Somewhat Disagree,Neither agree nor disagree,Somewhat Disagree,Disagree strongly,Disagree strongly,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,14,1,1,1,7,3,
Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,1,1,1,2,4,3,
Disagree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Somewhat Disagree,Disagree strongly,Disagree strongly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2,1,1,1,1,8,3,
Somewhat Disagree,Somewhat Disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2,6,1,1,6,1,4,
Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Disagree strongly,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,12,5,1,4,9,1,
Neither agree nor disagree,Somewhat Disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree strongly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2,1,1,1,3,1,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2,-3105,10,15,2,10,1,
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,0,0,6.307,0,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,No letter,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,,Yes,Yes,Yes,Yes,This practice was used in South Africa keeping people of different races apart from one another ,Hatred of a religious group in this case specifically Judaism ,Female,,California,White,,Not Hispanic or Latino or Spanish origin,40,Bachelor's degree in college (4-year),Atheist/agnostic,,Strong Democrat,40,2,14,1,1,6,1,4,1
Disagree strongly,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree strongly,Disagree strongly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,1,1,1,2,7,4,
Disagree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,3.42,20.449,21.737,2,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,I'd like to write a letter in opposition of Israel,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not very antisemitic,Yes,Yes,Yes,Yes,It basically means segregation but not on the grounds of skin color more like common interest/differences. Political view points as well ,Meaning as one per usual,Female,,Mississippi,Black or African American,,Not Hispanic or Latino or Spanish origin,21,High school graduate (high school diploma or equivalent including GED),Nothing in particular,,Independent,21,2,1,2,1,2,4,3,5
Somewhat Disagree,Somewhat Agree,Neither agree nor disagree,Somewhat Disagree,Disagree strongly,Disagree strongly,Agree strongly,0,0,6.855,0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Not very antisemitic,Yes,No,Yes,No,The separation of races in a country. Segregation basically.,a hatred or fear of Jewish people,Female,,West Virginia,Other,Black and white,Not Hispanic or Latino or Spanish origin,23,Some college but no degree,Nothing in particular,,"Independent, but Lean Democrat",23,2,7,2,1,4,3,3,3
Agree strongly,Somewhat Disagree,Neither agree nor disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,1,15,12,1,6,3,
Disagree strongly,Agree strongly,Neither agree nor disagree,Somewhat Disagree,Disagree strongly,Neither agree nor disagree,Agree strongly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2,10,1,1,6,1,3,
Neither agree nor disagree,Agree strongly,Somewhat Agree,Agree strongly,Somewhat Agree,Agree strongly,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,3,15,16,3,7,3,
Neither agree nor disagree,Somewhat Disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2,5,1,1,2,2,1,
Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,2.465,4.056,11.842,3,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,I'd like to write a letter in support of Israel,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat antisemitic,Yes,Yes,Yes,No,"
policy or system of segregation or discrimination on grounds of race.",hostility to or prejudice against Jewish people.,Female,,North Carolina,White,,Not Hispanic or Latino or Spanish origin,37,Associate degree in college (2-year),Protestant,,Democrat,36,2,6,10,1,7,3,3,2
Disagree strongly,Agree strongly,Neither agree nor disagree,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,0,0,6.17,0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,,No,No,No,No,It is a form of defeatism based on other factors that aren’t necessarily based on race.,It is an aggressive prejudice or dislike against Jewish people.,Female,,Illinois,White,,Hispanic or Latino or Spanish origin,25,Some college but no degree,Other,Christian,Democrat,25,2,4,1,2,2,2,2,1
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Disagree strongly,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,1,4,1,2,3,1,
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,2,2,1,8,1,3,
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,5.159,16.626,17.501,3,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very antisemitic,Yes,Yes,Yes,Yes,Conflict between Palestine and Isreal,Predjudice against jews,Female,,Missouri,White,,Not Hispanic or Latino or Spanish origin,65,Bachelor's degree in college (4-year),Protestant,,Strong Democrat,65,2,5,1,1,6,1,2,6
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,0,0,46.574,0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,No,No,No,No,No clue what it is or means,No idea,Female,,Louisiana,White,,Not Hispanic or Latino or Spanish origin,49,Less than high school degree,Protestant,,Independent,49,2,1,1,1,-3105,7,3,1
Agree strongly,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,5.442,5.442,6.345,1,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,No letter,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Very antisemitic,Yes,Yes,Yes,Yes,It’s a takeover by the goverment,When you are siding with one culture over another,Female,,Maine,White,,Not Hispanic or Latino or Spanish origin,72,Some college but no degree,Roman Catholic,,Republican,72,2,6,1,1,4,10,1,5
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,1,1,14,2,8,3,
Disagree strongly,Somewhat Disagree,Neither agree nor disagree,Agree strongly,Somewhat Agree,Disagree strongly,Agree strongly,6.371,29.211,31.222,4,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very antisemitic,No,No,No,No,Separation of people within a country ,Dislike of Jewish culture ,Female,,New York,White,,Not Hispanic or Latino or Spanish origin,41,High school graduate (high school diploma or equivalent including GED),Roman Catholic,,Democrat,41,2,18,1,1,2,2,1,7
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Agree strongly,Somewhat Disagree,Disagree strongly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,12,1,1,2,9,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1,19,1,1,8,10,2,
Agree strongly,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,0.793,7.403,8.459,5,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not very antisemitic,No,No,No,No,Not sure,Hate red of jews,Male,,New York,Black or African American,,Not Hispanic or Latino or Spanish origin,57,High school graduate (high school diploma or equivalent including GED),Roman Catholic,,Strong Democrat,57,1,5,2,1,4,1,2,6
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,19,1,1,6,2,3,
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,41.131,41.131,99.92,1,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,No letter,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat antisemitic,Yes,No,No,No,Something to do with race,Against Jewish people,Female,,Louisiana,White,,Not Hispanic or Latino or Spanish origin,78,Bachelor's degree in college (4-year),Roman Catholic,,Republican,78,2,2,1,1,6,10,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,1,12,1,1,6,10,3,
Neither agree nor disagree,Neither agree nor disagree,Somewhat Disagree,Neither agree nor disagree,Somewhat Agree,Disagree strongly,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,2,4,1,2,4,3,
Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,6.875,7.319,8.332,2,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,Segregation ,Against,Female,,California,Asian or Asian American,,Not Hispanic or Latino or Spanish origin,48,Bachelor's degree in college (4-year),Nothing in particular,,Strong Democrat,47,2,1,5,1,6,1,4,4
Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2,1,2,1,2,9,1,
Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,1.417,1.417,5.802,1,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I'd like to write a letter in support of Israel,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat antisemitic,No,Yes,Yes,Yes,Apartheid is the killing of culture,This is the hate of Jews,Male,,Louisiana,Black or African American,,Not Hispanic or Latino or Spanish origin,22,Some college but no degree,Protestant,,Democrat,20,1,3,2,1,4,2,3,3
Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,1.435,3.936,5.91,3,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,No,No,Yes,Yes,idk,going against something ,Male,,Missouri,White,,Not Hispanic or Latino or Spanish origin,21,High school graduate (high school diploma or equivalent including GED),Other,,Strong Republican,21,1,1,1,1,2,10,2,3
Agree strongly,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,1,2,1,1,7,3,
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,51.291,53.965,54.659,6,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Not very antisemitic,No,Yes,Yes,Yes,Not sure,Not sure,Male,,Texas,White,,Not Hispanic or Latino or Spanish origin,65,High school graduate (high school diploma or equivalent including GED),Nothing in particular,,Independent,65,1,2,1,1,2,4,3,3
Somewhat Disagree,Somewhat Disagree,Neither agree nor disagree,Disagree strongly,Somewhat Disagree,Disagree strongly,Agree strongly,1.113,12.761,16.611,3,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,No letter,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Very antisemitic,No,No,No,No,A system Legalized racial segregation ,Prejudice against or hatred jews,Female,,Texas,White,,Not Hispanic or Latino or Spanish origin,72,High school graduate (high school diploma or equivalent including GED),Other,,Strong Republican,72,2,1,1,1,2,10,3,7
